NVDA - NVIDIA CORP Last Trade $185.5301 as of 12/2/2025 10:01:50 AM
12/02/2025 10:02:12 AM ET

"Expiration Date","Symbol","Open Int","Bid","Ask","Delta","Gamma","Theta","Intrinsic Value","Strike","Symbol","Open Int","Bid","Ask","Delta","Gamma","Theta","Intrinsic Value"
"12/05/2025","NVDA251205C105","124","78.95","80.75","0.9994","0.0001","0.00","80.5201","105","NVDA251205P105","11999","0.00","0.01","-0.0006","0.0001","-0.0047","0.00"
"12/05/2025","NVDA251205C110","303","73.95","76.20","0.9993","0.0001","0.00","75.54","110","NVDA251205P110","11153","0.00","0.01","-0.0006","0.0001","-0.0047","0.00"
"12/05/2025","NVDA251205C115","70","68.95","71.10","0.9993","0.0001","0.00","70.54","115","NVDA251205P115","11291","0.00","0.01","-0.0007","0.0001","-0.0047","0.00"
"12/05/2025","NVDA251205C120","169","65.05","66.25","0.9992","0.0001","0.00","65.435","120","NVDA251205P120","4125","0.00","0.01","-0.0007","0.0001","-0.0047","0.00"
"12/05/2025","NVDA251205C125","106","59.70","60.85","0.9992","0.0001","0.00","60.54","125","NVDA251205P125","12331","0.00","0.01","-0.0008","0.0001","-0.0047","0.00"
"12/05/2025","NVDA251205C137","18","46.90","50.05","0.9974","0.0004","-0.0074","48.46","137","NVDA251205P137","1119","0.01","0.02","-0.0026","0.0004","-0.0134","0.00"
"12/05/2025","NVDA251205C130","254","54.70","56.05","0.9991","0.0001","0.00","55.46","130","NVDA251205P130","3471","0.00","0.01","-0.0009","0.0001","-0.0047","0.00"
"12/05/2025","NVDA251205C134","2","49.90","52.20","0.999","0.0002","0.00","51.435","134","NVDA251205P134","958","0.00","0.01","-0.001","0.0002","-0.0047","0.00"
"12/05/2025","NVDA251205C135","407","48.95","50.85","0.999","0.0002","0.00","50.435","135","NVDA251205P135","3772","0.00","0.01","-0.001","0.0002","-0.0047","0.00"
"12/05/2025","NVDA251205C136","5","47.85","49.95","0.9975","0.0004","-0.0073","49.395","136","NVDA251205P136","5366","0.01","0.02","-0.0025","0.0004","-0.0135","0.00"
"12/05/2025","NVDA251205C140","412","45.05","47.00","0.9973","0.0004","-0.0077","45.46","140","NVDA251205P140","6682","0.01","0.02","-0.0027","0.0004","-0.0134","0.00"
"12/05/2025","NVDA251205C143","3","40.90","44.15","0.9971","0.0005","-0.008","42.5201","143","NVDA251205P143","4088","0.01","0.02","-0.0029","0.0005","-0.0134","0.00"
"12/05/2025","NVDA251205C139","4","44.90","47.20","0.9973","0.0004","-0.0076","46.5201","139","NVDA251205P139","4339","0.01","0.02","-0.0027","0.0004","-0.0134","0.00"
"12/05/2025","NVDA251205C142","6","42.65","43.90","0.9971","0.0005","-0.0079","43.435","142","NVDA251205P142","2240","0.01","0.02","-0.0028","0.0005","-0.0134","0.00"
"12/05/2025","NVDA251205C144","10","39.90","42.25","0.997","0.0005","-0.0081","41.435","144","NVDA251205P144","2776","0.01","0.02","-0.003","0.0005","-0.0133","0.00"
"12/05/2025","NVDA251205C146","17","37.90","41.15","0.9969","0.0006","-0.0084","39.54","146","NVDA251205P146","697","0.01","0.02","-0.0031","0.0006","-0.0133","0.00"
"12/05/2025","NVDA251205C148","10","35.90","38.20","0.995","0.0009","-0.0168","37.46","148","NVDA251205P148","2978","0.02","0.03","-0.005","0.0009","-0.0215","0.00"
"12/05/2025","NVDA251205C149","17","34.90","38.20","0.9949","0.0009","-0.0169","36.495","149","NVDA251205P149","4939","0.02","0.03","-0.0051","0.0009","-0.0215","0.00"
"12/05/2025","NVDA251205C150","2129","35.40","35.50","0.9948","0.001","-0.017","35.455","150","NVDA251205P150","32096","0.02","0.03","-0.0052","0.001","-0.0215","0.00"
"12/05/2025","NVDA251205C152.5","59","31.40","33.75","0.9944","0.0011","-0.0172","32.935","152.5","NVDA251205P152.5","4687","0.02","0.03","-0.0056","0.0011","-0.0214","0.00"
"12/05/2025","NVDA251205C165","2321","20.40","20.50","0.9785","0.0047","-0.0605","20.5201","165","NVDA251205P165","64670","0.08","0.09","-0.0215","0.0047","-0.0631","0.00"
"12/05/2025","NVDA251205C175","38000","10.75","10.90","0.8939","0.0209","-0.2273","10.38","175","NVDA251205P175","44533","0.44","0.45","-0.1062","0.0209","-0.2288","0.00"
"12/05/2025","NVDA251205C180","55837","6.55","6.65","0.7568","0.0387","-0.3997","5.325","180","NVDA251205P180","22868","1.16","1.17","-0.238","0.0382","-0.3964","0.00"
"12/05/2025","NVDA251205C182.5","61507","4.75","4.80","0.6552","0.0472","-0.4695","2.88","182.5","NVDA251205P182.5","8870","1.84","1.86","-0.3406","0.0469","-0.4693","0.00"
"12/05/2025","NVDA251205C185","77486","3.20","3.25","0.5364","0.0521","-0.5014","0.48","185","NVDA251205P185","11460","2.81","2.82","-0.4626","0.0524","-0.5011","0.00"
"12/05/2025","NVDA251205C187.5","50859","2.02","2.04","0.4062","0.0518","-0.4783","0.00","187.5","NVDA251205P187.5","2553","4.10","4.20","-0.6007","0.0517","-0.4772","2.12"
"12/05/2025","NVDA251205C190","93782","1.20","1.21","0.2731","0.0452","-0.3894","0.00","190","NVDA251205P190","7149","5.80","5.85","-0.7181","0.0459","-0.4018","4.5153"
"12/05/2025","NVDA251205C192.5","38657","0.67","0.68","0.1833","0.0358","-0.2986","0.00","192.5","NVDA251205P192.5","1901","7.75","7.85","-0.8163","0.0363","-0.3016","6.9641"
"12/05/2025","NVDA251205C202.5","9733","0.04","0.05","0.0174","0.0057","-0.0349","0.00","202.5","NVDA251205P202.5","4","17.15","17.30","-0.9866","0.0061","-0.0371","17.0153"
"12/05/2025","NVDA251205C207.5","4056","0.01","0.02","0.0061","0.0021","-0.0129","0.00","207.5","NVDA251205P207.5","8","22.05","22.25","-0.9985","0.002","-0.0211","22.12"
"12/05/2025","NVDA251205C205","30350","0.02","0.03","0.01","0.0033","-0.0206","0.00","205","NVDA251205P205","173","19.65","19.75","-0.9946","0.0038","-0.025","19.675"
"12/05/2025","NVDA251205C210","13940","0.01","0.02","0.0057","0.0018","-0.013","0.00","210","NVDA251205P210","77","24.60","24.70","-0.9986","0.0017","-0.0211","24.62"
"12/05/2025","NVDA251205C212.5","3599","0.00","0.01","0.0021","0.0008","-0.0046","0.00","212.5","NVDA251205P212.5","6","27.05","27.25","-1.00","0.00","-0.0212","26.9799"
"12/05/2025","NVDA251205C215","9023","0.00","0.01","0.002","0.0007","-0.0046","0.00","215","NVDA251205P215","34","29.60","29.70","-1.00","0.00","-0.0212","29.4799"
"12/05/2025","NVDA251205C220","41036","0.00","0.01","0.0018","0.0005","-0.0046","0.00","220","NVDA251205P220","2","34.55","34.75","-1.00","0.00","-0.0211","34.565"
"12/05/2025","NVDA251205C225","6750","0.00","0.01","0.0016","0.0004","-0.0046","0.00","225","NVDA251205P225","2","39.00","40.25","-1.00","0.00","-0.0211","39.605"
"12/05/2025","NVDA251205C230","9112","0.00","0.01","0.0015","0.0004","-0.0047","0.00","230","NVDA251205P230","1","44.00","44.85","-1.00","0.00","-0.0211","44.62"
"12/05/2025","NVDA251205C235","2957","0.00","0.01","0.0014","0.0003","-0.0047","0.00","235","NVDA251205P235","226","49.00","50.20","-1.00","0.00","-0.0212","49.46"
"12/05/2025","NVDA251205C240","4484","0.00","0.01","0.0013","0.0003","-0.0047","0.00","240","NVDA251205P240","41","54.00","54.80","-1.00","0.00","-0.0211","54.5153"
"12/05/2025","NVDA251205C245","3837","0.00","0.01","0.0012","0.0002","-0.0047","0.00","245","NVDA251205P245","4","59.30","59.85","-1.00","0.00","-0.0211","59.5153"
"12/05/2025","NVDA251205C250","5092","0.00","0.01","0.0011","0.0002","-0.0047","0.00","250","NVDA251205P250","3","64.00","65.30","-1.00","0.00","-0.0211","64.62"
"12/05/2025","NVDA251205C255","1027","0.00","0.01","0.0011","0.0002","-0.0047","0.00","255","NVDA251205P255","13","69.00","70.20","-1.00","0.00","-0.0212","69.4799"
"12/05/2025","NVDA251205C260","2125","0.00","0.01","0.001","0.0002","-0.0047","0.00","260","NVDA251205P260","30","74.00","74.85","-1.00","0.00","-0.0211","74.5153"
"12/05/2025","NVDA251205C265","1126","0.00","0.01","0.001","0.0002","-0.0047","0.00","265","NVDA251205P265","1","79.00","80.30","-1.00","0.00","-0.0211","79.54"
"12/05/2025","NVDA251205C270","678","0.00","0.01","0.0009","0.0001","-0.0047","0.00","270","NVDA251205P270","1","84.00","85.30","-1.00","0.00","-0.0211","84.62"
"12/05/2025","NVDA251205C275","883","0.00","0.01","0.0009","0.0001","-0.0047","0.00","275","NVDA251205P275","0","89.00","90.25","-1.00","0.00","-0.0212","89.505"
"12/05/2025","NVDA251205C280","1160","0.00","0.01","0.0009","0.0001","-0.0048","0.00","280","NVDA251205P280","0","94.00","95.30","-1.00","0.00","-0.0211","94.54"
"12/05/2025","NVDA251205C285","1269","0.00","0.01","0.0008","0.0001","-0.0048","0.00","285","NVDA251205P285","0","99.00","100.20","-1.00","0.00","-0.0211","99.62"
"12/05/2025","NVDA251205C290","777","0.00","0.01","0.0008","0.0001","-0.0048","0.00","290","NVDA251205P290","2","104.00","105.25","-1.00","0.00","-0.0212","104.505"
"12/05/2025","NVDA251205C295","563","0.00","0.01","0.0008","0.0001","-0.0048","0.00","295","NVDA251205P295","0","109.00","110.25","-1.00","0.00","-0.0211","109.54"
"12/05/2025","NVDA251205C300","1719","0.00","0.01","0.0008","0.0001","-0.0048","0.00","300","NVDA251205P300","0","114.00","115.20","-1.00","0.00","-0.0211","114.54"
"12/05/2025","NVDA251205C305","2119","0.00","0.01","0.0007","0.0001","-0.0048","0.00","305","NVDA251205P305","0","119.00","120.25","-1.00","0.00","-0.0212","119.4799"
"12/05/2025","NVDA251205C310","785","0.00","0.01","0.0007","0.0001","-0.0048","0.00","310","NVDA251205P310","0","124.00","125.20","-1.00","0.00","-0.0212","124.4799"
"12/05/2025","NVDA251205C320","260","0.00","0.01","0.0007","0.0001","-0.0048","0.00","320","NVDA251205P320","0","134.00","135.20","-1.00","0.00","-0.0212","134.46"
"12/05/2025","NVDA251205C330","455","0.00","0.01","0.0007","0.0001","-0.0048","0.00","330","NVDA251205P330","0","144.00","145.25","-1.00","0.00","-0.0212","144.49"
"12/05/2025","NVDA251205C340","1099","0.00","0.01","0.0006","0.0001","-0.0048","0.00","340","NVDA251205P340","0","154.00","155.25","-1.00","0.00","-0.0211","154.54"
"12/05/2025","NVDA251205C350","1094","0.00","0.01","0.0006","0.0001","-0.0048","0.00","350","NVDA251205P350","0","164.00","165.20","-1.00","0.00","-0.0211","164.5153"
"12/05/2025","NVDA251205C360","2194","0.00","0.01","0.0006","0.0001","-0.0048","0.00","360","NVDA251205P360","0","174.00","175.25","-1.00","0.00","-0.0212","174.46"
"12/05/2025","NVDA251205C370","774","0.00","0.01","0.0006","0.0001","-0.0048","0.00","370","NVDA251205P370","0","184.00","185.25","-1.00","0.00","-0.0212","184.46"
"12/05/2025","NVDA251205C380","225","0.00","0.01","0.0006","0.0001","-0.0048","0.00","380","NVDA251205P380","0","194.00","195.25","-1.00","0.00","-0.0211","194.62"
"12/05/2025","NVDA251205C390","12","0.00","0.01","0.0005","0.0001","-0.0048","0.00","390","NVDA251205P390","0","204.00","205.20","-1.00","0.00","-0.0212","204.46"
"12/05/2025","NVDA251205C400","626","0.00","0.01","0.0005","0.00","-0.0048","0.00","400","NVDA251205P400","0","214.00","215.20","-1.00","0.00","-0.0211","214.5153"
"12/05/2025","NVDA251205C410","3","0.00","0.01","0.0005","0.00","-0.0048","0.00","410","NVDA251205P410","0","224.00","225.25","-1.00","0.00","-0.0212","224.46"
"12/05/2025","NVDA251205C420","265","0.00","0.01","0.0002","0.00","-0.0021","0.00","420","NVDA251205P420","0","234.00","235.20","-1.00","0.00","-0.0211","234.62"
"12/05/2025","NVDA251205C177.5","12053","8.60","8.65","0.8399","0.0288","-0.3082","7.98","177.5","NVDA251205P177.5","11655","0.73","0.74","-0.1631","0.0294","-0.3114","0.00"
"12/05/2025","NVDA251205C172.5","4598","13.10","13.25","0.9318","0.0143","-0.1606","12.9847","172.5","NVDA251205P172.5","19668","0.28","0.29","-0.068","0.0142","-0.1624","0.00"
"12/05/2025","NVDA251205C170","7469","15.50","15.60","0.9534","0.01","-0.1178","15.38","170","NVDA251205P170","32208","0.18","0.19","-0.0465","0.01","-0.1198","0.00"
"12/05/2025","NVDA251205C195","39077","0.35","0.36","0.1115","0.0256","-0.1996","0.00","195","NVDA251205P195","7075","9.95","10.05","-0.8907","0.0258","-0.1997","9.49"
"12/05/2025","NVDA251205C167.5","1292","17.95","18.05","0.9685","0.0068","-0.0851","17.995","167.5","NVDA251205P167.5","16866","0.12","0.13","-0.0315","0.0068","-0.0874","0.00"
"12/05/2025","NVDA251205C197.5","17631","0.18","0.19","0.0632","0.0166","-0.1202","0.00","197.5","NVDA251205P197.5","1443","12.25","12.40","-0.9397","0.0167","-0.1195","12.04"
"12/05/2025","NVDA251205C200","43292","0.09","0.10","0.0338","0.01","-0.0668","0.00","200","NVDA251205P200","756","14.70","14.80","-0.9695","0.0102","-0.0665","14.62"
"12/05/2025","NVDA251205C162.5","725","22.90","23.00","0.984","0.0034","-0.0473","23.04","162.5","NVDA251205P162.5","14227","0.06","0.07","-0.016","0.0034","-0.0502","0.00"
"12/05/2025","NVDA251205C160","1941","25.35","25.50","0.9871","0.0027","-0.0403","25.5201","160","NVDA251205P160","51689","0.05","0.06","-0.0129","0.0026","-0.0435","0.00"
"12/05/2025","NVDA251205C157.5","153","27.80","28.00","0.9897","0.0021","-0.033","27.825","157.5","NVDA251205P157.5","10009","0.04","0.05","-0.0102","0.002","-0.0365","0.00"
"12/05/2025","NVDA251205C155","621","30.35","30.45","0.9921","0.0015","-0.0253","30.38","155","NVDA251205P155","27707","0.03","0.04","-0.0078","0.0015","-0.0291","0.00"
"12/05/2025","NVDA251205C147","44","37.20","39.10","0.9968","0.0006","-0.0085","38.38","147","NVDA251205P147","4672","0.01","0.02","-0.0032","0.0006","-0.0133","0.00"
"12/05/2025","NVDA251205C145","149","39.00","41.50","0.9969","0.0005","-0.0082","40.51","145","NVDA251205P145","8753","0.01","0.02","-0.003","0.0005","-0.0133","0.00"
"12/05/2025","NVDA251205C141","3","42.90","45.25","0.9972","0.0005","-0.0078","44.495","141","NVDA251205P141","3356","0.01","0.02","-0.0028","0.0005","-0.0134","0.00"
"12/05/2025","NVDA251205C138","1","45.90","48.20","0.9974","0.0004","-0.0075","47.54","138","NVDA251205P138","3037","0.01","0.02","-0.0026","0.0004","-0.0134","0.00"
"12/12/2025","","--","--","--","--","--","--","--","","","--","--","--","--","--","--","--"
"12/19/2025","","--","--","--","--","--","--","--","","","--","--","--","--","--","--","--"
"12/26/2025","","--","--","--","--","--","--","--","","","--","--","--","--","--","--","--"
"01/02/2026","","--","--","--","--","--","--","--","","","--","--","--","--","--","--","--"
"01/09/2026","","--","--","--","--","--","--","--","","","--","--","--","--","--","--","--"
"01/16/2026","","--","--","--","--","--","--","--","","","--","--","--","--","--","--","--"
"02/20/2026","","--","--","--","--","--","--","--","","","--","--","--","--","--","--","--"
"12/18/2026","","--","--","--","--","--","--","--","","","--","--","--","--","--","--","--"
"12/17/2027","","--","--","--","--","--","--","--","","","--","--","--","--","--","--","--"
"12/17/2027","NVDA271217C35","1372","151.00","158.00","1.00","0.0001","0.00","150.46","35","NVDA271217P35","2495","0.63","0.72","-0.0089","0.0001","-0.0026","0.00"
"12/17/2027","NVDA271217C30","730","155.10","162.45","1.00","0.0001","0.00","155.4847","30","NVDA271217P30","399","0.46","0.55","-0.0066","0.0001","-0.0021","0.00"
"12/17/2027","NVDA271217C25","823","159.60","167.15","1.00","0.0001","0.00","160.5201","25","NVDA271217P25","854","0.32","0.40","-0.0046","0.0001","-0.0016","0.00"
"12/17/2027","NVDA271217C20","955","164.10","171.45","1.00","0.0001","0.00","165.38","20","NVDA271217P20","1390","0.23","0.25","-0.0031","0.0001","-0.0011","0.00"
"12/17/2027","NVDA271217C15","550","168.65","175.55","1.00","0.00","0.00","170.46","15","NVDA271217P15","15818","0.10","0.16","-0.0015","0.00","-0.0006","0.00"
"12/17/2027","NVDA271217C10","473","173.20","180.75","1.00","0.00","0.00","175.4847","10","NVDA271217P10","935","0.05","0.09","-0.0009","0.00","-0.0004","0.00"
"12/17/2027","NVDA271217C5","33072","178.55","185.40","1.00","0.00","0.00","180.5201","5","NVDA271217P5","28945","0.02","0.03","-0.0003","0.00","-0.0002","0.00"
"12/17/2027","NVDA271217C40","768","146.30","152.45","0.9985","0.0002","0.00","145.54","40","NVDA271217P40","2413","0.84","0.93","-0.0117","0.0002","-0.0032","0.00"
"12/17/2027","NVDA271217C45","496","142.00","150.00","0.9952","0.0002","0.00","140.435","45","NVDA271217P45","3918","1.10","1.16","-0.015","0.0002","-0.0039","0.00"
"12/17/2027","NVDA271217C50","1372","137.85","142.60","0.9913","0.0003","0.00","135.455","50","NVDA271217P50","10656","1.42","1.46","-0.019","0.0003","-0.0046","0.00"
"12/17/2027","NVDA271217C55","1519","137.25","138.10","0.987","0.0004","0.00","130.5359","55","NVDA271217P55","3936","1.75","1.82","-0.0235","0.0004","-0.0054","0.00"
"12/17/2027","NVDA271217C60","1757","133.05","133.85","0.9819","0.0004","0.00","125.4847","60","NVDA271217P60","16903","2.16","2.25","-0.0287","0.0005","-0.0063","0.00"
"12/17/2027","NVDA271217C65","829","128.90","129.70","0.9762","0.0005","0.00","120.5201","65","NVDA271217P65","739","2.63","2.73","-0.0346","0.0005","-0.0072","0.00"
"12/17/2027","NVDA271217C70","5714","124.80","125.60","0.9699","0.0006","0.00","115.46","70","NVDA271217P70","8548","3.15","3.30","-0.0411","0.0006","-0.0082","0.00"
"12/17/2027","NVDA271217C75","1775","120.80","121.55","0.963","0.0007","0.00","110.5201","75","NVDA271217P75","14975","3.75","3.90","-0.0482","0.0007","-0.0091","0.00"
"12/17/2027","NVDA271217C80","2219","116.85","117.60","0.9554","0.0008","0.00","105.54","80","NVDA271217P80","14375","4.45","4.60","-0.0562","0.0008","-0.0102","0.00"
"12/17/2027","NVDA271217C85","1131","113.00","113.75","0.9469","0.0009","0.00","100.5359","85","NVDA271217P85","10576","5.25","5.40","-0.0651","0.0009","-0.0113","0.00"
"12/17/2027","NVDA271217C90","3329","109.20","109.95","0.9381","0.001","0.00","95.46","90","NVDA271217P90","26273","6.10","6.20","-0.0741","0.0011","-0.0123","0.00"
"12/17/2027","NVDA271217C95","7955","105.50","106.20","0.9283","0.0011","-0.0006","90.455","95","NVDA271217P95","5771","7.05","7.25","-0.0843","0.0012","-0.0135","0.00"
"12/17/2027","NVDA271217C100","17177","102.00","102.60","0.9181","0.0012","-0.0022","85.5201","100","NVDA271217P100","29091","8.10","8.30","-0.0952","0.0013","-0.0146","0.00"
"12/17/2027","NVDA271217C105","7434","98.40","99.05","0.9074","0.0014","-0.0037","80.4847","105","NVDA271217P105","3065","9.25","9.40","-0.1062","0.0014","-0.0156","0.00"
"12/17/2027","NVDA271217C110","10830","94.95","95.60","0.8959","0.0015","-0.0053","75.375","110","NVDA271217P110","11219","10.45","10.65","-0.1183","0.0015","-0.0167","0.00"
"12/17/2027","NVDA271217C115","3767","91.60","92.25","0.8842","0.0016","-0.0068","70.495","115","NVDA271217P115","6574","11.80","12.00","-0.1307","0.0017","-0.0178","0.00"
"12/17/2027","NVDA271217C120","8242","88.35","89.00","0.8719","0.0017","-0.0083","65.495","120","NVDA271217P120","15476","13.20","13.40","-0.1437","0.0018","-0.0188","0.00"
"12/17/2027","NVDA271217C125","6721","85.20","85.85","0.8593","0.0018","-0.0098","60.5359","125","NVDA271217P125","6174","14.75","14.95","-0.1573","0.0019","-0.0198","0.00"
"12/17/2027","NVDA271217C130","7649","82.20","82.75","0.8461","0.0019","-0.0112","55.54","130","NVDA271217P130","6326","16.35","16.60","-0.1713","0.0021","-0.0208","0.00"
"12/17/2027","NVDA271217C135","5204","79.25","79.80","0.8325","0.002","-0.0126","50.46","135","NVDA271217P135","2801","18.10","18.30","-0.1857","0.0022","-0.0218","0.00"
"12/17/2027","NVDA271217C140","6569","76.40","76.90","0.8188","0.0022","-0.0139","45.495","140","NVDA271217P140","15168","19.90","20.15","-0.201","0.0023","-0.0227","0.00"
"12/17/2027","NVDA271217C145","6177","73.60","74.10","0.8047","0.0023","-0.0152","40.48","145","NVDA271217P145","2199","21.85","22.05","-0.2156","0.0024","-0.0235","0.00"
"12/17/2027","NVDA271217C150","14559","70.95","71.45","0.7905","0.0024","-0.0164","35.495","150","NVDA271217P150","6203","23.85","24.10","-0.2312","0.0026","-0.0243","0.00"
"12/17/2027","NVDA271217C155","12456","68.35","68.85","0.776","0.0025","-0.0175","30.48","155","NVDA271217P155","3761","25.95","26.20","-0.2471","0.0027","-0.0251","0.00"
"12/17/2027","NVDA271217C160","4844","65.85","66.20","0.7615","0.0025","-0.0186","25.5201","160","NVDA271217P160","4912","28.20","28.40","-0.2632","0.0028","-0.0258","0.00"
"12/17/2027","NVDA271217C165","3080","63.45","63.80","0.7464","0.0026","-0.0196","20.38","165","NVDA271217P165","2761","30.45","30.70","-0.2793","0.0029","-0.0264","0.00"
"12/17/2027","NVDA271217C170","5727","61.25","61.45","0.7318","0.0027","-0.0206","15.46","170","NVDA271217P170","5661","32.85","33.10","-0.2954","0.003","-0.027","0.00"
"12/17/2027","NVDA271217C175","5847","58.80","59.20","0.7169","0.0028","-0.0215","10.435","175","NVDA271217P175","3546","35.35","35.60","-0.3125","0.0031","-0.0275","0.00"
"12/17/2027","NVDA271217C180","8355","56.65","57.00","0.7017","0.0029","-0.0223","5.38","180","NVDA271217P180","3687","37.90","38.15","-0.329","0.0032","-0.028","0.00"
"12/17/2027","NVDA271217C185","4526","54.55","54.90","0.6872","0.0029","-0.0231","0.48","185","NVDA271217P185","3047","40.55","40.85","-0.3453","0.0033","-0.0285","0.00"
"12/17/2027","NVDA271217C190","7819","52.50","52.85","0.6725","0.003","-0.0238","0.00","190","NVDA271217P190","2040","43.30","43.55","-0.3621","0.0034","-0.0288","4.49"
"12/17/2027","NVDA271217C195","6225","50.55","50.90","0.6576","0.0031","-0.0245","0.00","195","NVDA271217P195","1027","46.15","46.45","-0.3791","0.0035","-0.0292","9.545"
"12/17/2027","NVDA271217C200","41548","48.65","49.00","0.643","0.0031","-0.0251","0.00","200","NVDA271217P200","6243","49.05","49.35","-0.3959","0.0036","-0.0294","14.54"
"12/17/2027","NVDA271217C210","21634","45.10","45.40","0.6138","0.0032","-0.0261","0.00","210","NVDA271217P210","1808","55.10","55.40","-0.4295","0.0037","-0.0298","24.565"
"12/17/2027","NVDA271217C220","5843","41.80","42.15","0.5853","0.0033","-0.0269","0.00","220","NVDA271217P220","2934","61.45","61.75","-0.4632","0.0039","-0.0301","34.54"
"12/17/2027","NVDA271217C230","20538","38.80","39.10","0.5577","0.0033","-0.0276","0.00","230","NVDA271217P230","810","68.10","68.50","-0.4958","0.004","-0.0302","44.5153"
"12/17/2027","NVDA271217C240","5686","36.00","36.30","0.5306","0.0033","-0.028","0.00","240","NVDA271217P240","4443","75.05","75.45","-0.5279","0.0041","-0.0302","54.4799"
"12/17/2027","NVDA271217C250","7472","33.40","33.75","0.5052","0.0034","-0.0283","0.00","250","NVDA271217P250","1133","82.30","82.70","-0.56","0.0042","-0.03","64.5153"
"12/17/2027","NVDA271217C260","3625","31.05","31.35","0.4804","0.0034","-0.0285","0.00","260","NVDA271217P260","678","89.75","90.20","-0.5918","0.0043","-0.0297","74.545"
"12/17/2027","NVDA271217C270","12067","28.90","29.20","0.4567","0.0033","-0.0285","0.00","270","NVDA271217P270","1823","97.45","97.90","-0.6226","0.0043","-0.0293","84.565"
"12/17/2027","NVDA271217C280","3618","26.90","27.20","0.4341","0.0033","-0.0285","0.00","280","NVDA271217P280","751","105.40","105.85","-0.6521","0.0044","-0.0289","94.46"
"12/17/2027","NVDA271217C290","2974","25.05","25.35","0.4124","0.0033","-0.0283","0.00","290","NVDA271217P290","480","113.55","114.05","-0.6823","0.0045","-0.0284","104.625"
"12/17/2027","NVDA271217C300","11361","23.45","23.70","0.3923","0.0032","-0.0281","0.00","300","NVDA271217P300","472","121.85","122.40","-0.7103","0.0045","-0.0277","114.54"
"12/17/2027","NVDA271217C310","3040","21.90","22.15","0.373","0.0032","-0.0278","0.00","310","NVDA271217P310","498","130.40","130.90","-0.7391","0.0046","-0.0273","124.505"
"12/17/2027","NVDA271217C320","5066","20.45","20.70","0.3547","0.0031","-0.0274","0.00","320","NVDA271217P320","798","139.10","139.60","-0.7667","0.0046","-0.0264","134.505"
"12/17/2027","NVDA271217C330","3469","19.15","19.40","0.3374","0.0031","-0.0271","0.00","330","NVDA271217P330","679","148.00","148.50","-0.7947","0.0047","-0.0259","144.545"
"12/17/2027","NVDA271217C340","5021","17.95","18.20","0.3208","0.003","-0.0266","0.00","340","NVDA271217P340","1024","157.05","157.50","-0.8214","0.0048","-0.025","154.515"
"12/17/2027","NVDA271217C350","2077","16.85","17.10","0.3055","0.0029","-0.0261","0.00","350","NVDA271217P350","84","166.25","166.70","-0.8473","0.0048","-0.0246","164.46"
"12/17/2027","NVDA271217C360","8546","15.85","16.05","0.2911","0.0029","-0.0257","0.00","360","NVDA271217P360","57","175.60","176.05","-0.8715","0.0048","-0.0236","174.565"
"12/17/2027","NVDA271217C380","428","14.00","14.25","0.2645","0.0027","-0.0247","0.00","380","NVDA271217P380","36","194.70","195.55","-0.9067","0.0049","-0.0231","194.5153"
