NVDA - NVIDIA CORP Last Trade $185.27 as of 12/8/2025 1:42:48 PM
12/08/2025 01:42:58 PM ET

"Expiration Date","Symbol","Open Int","Bid","Ask","Delta","Gamma","Theta","Intrinsic Value","Strike","Symbol","Open Int","Bid","Ask","Delta","Gamma","Theta","Intrinsic Value"
"12/12/2025","NVDA251212C140","357","44.80","46.10","0.9973","0.0004","-0.0065","45.3254","140","NVDA251212P140","12077","0.01","0.02","-0.0027","0.0004","-0.0121","0.00"
"12/12/2025","NVDA251212C145","146","40.00","41.10","0.9969","0.0006","-0.007","40.355","145","NVDA251212P145","6615","0.01","0.02","-0.0031","0.0006","-0.012","0.00"
"12/12/2025","NVDA251212C150","1588","35.35","35.45","0.9948","0.001","-0.0147","35.375","150","NVDA251212P150","10072","0.02","0.03","-0.0052","0.001","-0.0191","0.00"
"12/12/2025","NVDA251212C152.5","42","31.55","34.40","0.9927","0.0013","-0.0217","32.8254","152.5","NVDA251212P152.5","7691","0.03","0.04","-0.0073","0.0013","-0.0257","0.00"
"12/12/2025","NVDA251212C155","306","30.35","30.50","0.9922","0.0015","-0.0218","30.325","155","NVDA251212P155","33144","0.03","0.04","-0.0078","0.0015","-0.0256","0.00"
"12/12/2025","NVDA251212C157.5","225","27.90","28.00","0.9897","0.0021","-0.0283","27.835","157.5","NVDA251212P157.5","4881","0.04","0.05","-0.0102","0.002","-0.0318","0.00"
"12/12/2025","NVDA251212C160","1460","25.40","25.50","0.987","0.0027","-0.0345","25.275","160","NVDA251212P160","12648","0.05","0.06","-0.013","0.0027","-0.0377","0.00"
"12/12/2025","NVDA251212C162.5","289","22.90","23.05","0.9822","0.0037","-0.0461","22.935","162.5","NVDA251212P162.5","19803","0.07","0.08","-0.0179","0.0037","-0.0489","0.00"
"12/12/2025","NVDA251212C165","1239","20.45","20.55","0.9749","0.0052","-0.062","20.4342","165","NVDA251212P165","23618","0.10","0.11","-0.0251","0.0052","-0.0645","0.00"
"12/12/2025","NVDA251212C167.5","451","18.00","18.10","0.9615","0.0077","-0.0905","17.8254","167.5","NVDA251212P167.5","7206","0.16","0.17","-0.0384","0.0077","-0.0928","0.00"
"12/12/2025","NVDA251212C170","4182","15.60","15.75","0.9423","0.0111","-0.1273","15.3254","170","NVDA251212P170","25704","0.26","0.27","-0.0575","0.011","-0.1295","0.00"
"12/12/2025","NVDA251212C172.5","4242","13.30","13.40","0.913","0.0156","-0.1788","12.935","172.5","NVDA251212P172.5","9020","0.42","0.43","-0.0871","0.0157","-0.1806","0.00"
"12/12/2025","NVDA251212C175","7431","11.05","11.15","0.8683","0.0217","-0.2461","10.375","175","NVDA251212P175","16747","0.67","0.68","-0.1314","0.0216","-0.248","0.00"
"12/12/2025","NVDA251212C177.5","5303","8.95","9.00","0.8087","0.0282","-0.3202","7.925","177.5","NVDA251212P177.5","11315","1.05","1.06","-0.1945","0.0285","-0.325","0.00"
"12/12/2025","NVDA251212C180","18986","6.95","7.05","0.7278","0.0351","-0.3936","5.3254","180","NVDA251212P180","20450","1.60","1.62","-0.2726","0.0352","-0.3949","0.00"
"12/12/2025","NVDA251212C182.5","16779","5.25","5.35","0.6379","0.0405","-0.4434","2.925","182.5","NVDA251212P182.5","10265","2.37","2.39","-0.3621","0.0406","-0.4442","0.00"
"12/12/2025","NVDA251212C185","109712","3.80","3.85","0.5262","0.0437","-0.4681","0.2808","185","NVDA251212P185","11691","3.40","3.45","-0.471","0.0438","-0.4688","0.00"
"12/12/2025","NVDA251212C187.5","25708","2.64","2.65","0.4192","0.0432","-0.4536","0.00","187.5","NVDA251212P187.5","1902","4.70","4.75","-0.5821","0.0435","-0.4539","2.1754"
"12/12/2025","NVDA251212C190","120790","1.74","1.75","0.3193","0.04","-0.4043","0.00","190","NVDA251212P190","8339","6.30","6.40","-0.685","0.04","-0.404","4.645"
"12/12/2025","NVDA251212C192.5","16701","1.10","1.11","0.2263","0.0337","-0.3304","0.00","192.5","NVDA251212P192.5","383","8.15","8.25","-0.7733","0.0342","-0.3335","7.0658"
"12/12/2025","NVDA251212C195","28503","0.68","0.69","0.1549","0.0266","-0.2528","0.00","195","NVDA251212P195","5668","10.25","10.35","-0.8477","0.0269","-0.2541","9.645"
"12/12/2025","NVDA251212C197.5","10147","0.41","0.43","0.1028","0.0197","-0.1844","0.00","197.5","NVDA251212P197.5","417","12.50","12.60","-0.8983","0.0203","-0.1887","12.085"
"12/12/2025","NVDA251212C200","64520","0.26","0.27","0.0681","0.0141","-0.132","0.00","200","NVDA251212P200","2217","14.85","14.95","-0.9354","0.0145","-0.1331","14.645"
"12/12/2025","NVDA251212C202.5","6873","0.16","0.17","0.0447","0.0099","-0.092","0.00","202.5","NVDA251212P202.5","137","17.25","17.35","-0.9594","0.0103","-0.0931","17.145"
"12/12/2025","NVDA251212C205","24505","0.10","0.11","0.0297","0.0069","-0.0641","0.00","205","NVDA251212P205","143","19.70","19.80","-0.975","0.0072","-0.0651","19.665"
"12/12/2025","NVDA251212C210","17565","0.05","0.06","0.0157","0.0037","-0.0375","0.00","210","NVDA251212P210","2","24.65","24.80","-0.9893","0.004","-0.0382","24.645"
"12/12/2025","NVDA251212C215","11021","0.02","0.03","0.0074","0.0018","-0.0188","0.00","215","NVDA251212P215","1","29.65","29.80","-0.9979","0.0019","-0.0228","29.665"
"12/12/2025","NVDA251212C220","33637","0.01","0.02","0.0044","0.0011","-0.0119","0.00","220","NVDA251212P220","1","34.65","34.80","-0.9998","0.0002","-0.0222","34.6746"
"12/12/2025","NVDA251212C225","9759","0.01","0.02","0.004","0.0009","-0.012","0.00","225","NVDA251212P225","1","39.10","40.20","-0.9998","0.0002","-0.0222","39.565"
"12/12/2025","NVDA251212C230","3946","0.00","0.01","0.0015","0.0004","-0.0043","0.00","230","NVDA251212P230","1","44.10","45.20","-1.00","0.00","-0.0222","44.565"
"12/12/2025","NVDA251212C235","2879","0.00","0.01","0.0014","0.0003","-0.0043","0.00","235","NVDA251212P235","37","49.10","50.20","-1.00","0.00","-0.0222","49.565"
"12/12/2025","NVDA251212C240","5101","0.00","0.01","0.0013","0.0003","-0.0043","0.00","240","NVDA251212P240","22","54.10","55.20","-1.00","0.00","-0.0222","54.565"
"12/12/2025","NVDA251212C245","1249","0.00","0.01","0.0012","0.0002","-0.0044","0.00","245","NVDA251212P245","115","59.10","60.20","-1.00","0.00","-0.0222","59.635"
"12/12/2025","NVDA251212C250","6717","0.00","0.01","0.0011","0.0002","-0.0044","0.00","250","NVDA251212P250","71","64.10","65.20","-1.00","0.00","-0.0222","64.565"
"12/12/2025","NVDA251212C255","2584","0.00","0.01","0.0011","0.0002","-0.0044","0.00","255","NVDA251212P255","32","69.10","70.20","-1.00","0.00","-0.0222","69.565"
"12/12/2025","NVDA251212C260","1585","0.00","0.01","0.001","0.0002","-0.0044","0.00","260","NVDA251212P260","1","74.10","75.20","-1.00","0.00","-0.0222","74.635"
"12/12/2025","NVDA251212C265","796","0.00","0.01","0.001","0.0002","-0.0044","0.00","265","NVDA251212P265","0","79.10","80.20","-1.00","0.00","-0.0222","79.635"
"12/12/2025","NVDA251212C270","1674","0.00","0.01","0.0009","0.0001","-0.0044","0.00","270","NVDA251212P270","0","84.10","85.20","-1.00","0.00","-0.0222","84.565"
"12/12/2025","NVDA251212C275","530","0.00","0.01","0.0009","0.0001","-0.0044","0.00","275","NVDA251212P275","0","89.10","90.20","-1.00","0.00","-0.0222","89.585"
"12/12/2025","NVDA251212C280","911","0.00","0.01","0.0009","0.0001","-0.0044","0.00","280","NVDA251212P280","0","94.10","95.20","-1.00","0.00","-0.0222","94.585"
"12/12/2025","NVDA251212C285","663","0.00","0.19","0.0008","0.0001","-0.0044","0.00","285","NVDA251212P285","0","99.10","100.20","-1.00","0.00","-0.0222","99.565"
"12/12/2025","NVDA251212C290","474","0.00","0.01","0.0008","0.0001","-0.0045","0.00","290","NVDA251212P290","0","104.10","105.20","-1.00","0.00","-0.0222","104.7192"
"12/12/2025","NVDA251212C295","443","0.00","0.20","0.0008","0.0001","-0.0045","0.00","295","NVDA251212P295","0","109.10","110.20","-1.00","0.00","-0.0222","109.7192"
"12/12/2025","NVDA251212C300","452","0.00","0.01","0.0008","0.0001","-0.0045","0.00","300","NVDA251212P300","0","114.10","115.20","-1.00","0.00","-0.0222","114.565"
"12/12/2025","NVDA251212C305","161","0.00","0.01","0.0007","0.0001","-0.0045","0.00","305","NVDA251212P305","0","119.10","120.20","-1.00","0.00","-0.0222","119.585"
"12/12/2025","NVDA251212C310","192","0.00","0.01","0.0007","0.0001","-0.0045","0.00","310","NVDA251212P310","0","124.10","125.20","-1.00","0.00","-0.0222","124.565"
"12/12/2025","NVDA251212C320","211","0.00","0.01","0.0007","0.0001","-0.0045","0.00","320","NVDA251212P320","0","134.10","135.20","-1.00","0.00","-0.0222","134.7192"
"12/12/2025","NVDA251212C330","437","0.00","0.01","0.0007","0.0001","-0.0045","0.00","330","NVDA251212P330","0","144.10","145.20","-1.00","0.00","-0.0222","144.585"
"12/12/2025","NVDA251212C340","71","0.00","0.16","0.0006","0.0001","-0.0045","0.00","340","NVDA251212P340","0","154.10","155.20","-1.00","0.00","-0.0222","154.585"
"12/12/2025","NVDA251212C350","151","0.00","0.16","0.0006","0.0001","-0.0045","0.00","350","NVDA251212P350","0","164.10","165.20","-1.00","0.00","-0.0222","164.635"
"12/12/2025","NVDA251212C360","40","0.00","0.15","0.0006","0.0001","-0.0045","0.00","360","NVDA251212P360","0","174.10","175.20","-1.00","0.00","-0.0222","174.565"
"12/12/2025","NVDA251212C370","370","0.00","0.14","0.0006","0.0001","-0.0045","0.00","370","NVDA251212P370","0","184.10","185.20","-1.00","0.00","-0.0222","184.565"
"12/12/2025","NVDA251212C380","1445","0.00","0.01","0.0006","0.0001","-0.0046","0.00","380","NVDA251212P380","0","194.10","195.20","-1.00","0.00","-0.0222","194.585"
"12/12/2025","NVDA251212C390","1018","0.00","0.05","0.0005","0.0001","-0.0046","0.00","390","NVDA251212P390","0","204.10","205.20","-1.00","0.00","-0.0222","204.635"
"12/12/2025","NVDA251212C400","24","0.00","0.01","0.0005","0.00","-0.0046","0.00","400","NVDA251212P400","0","214.10","215.20","-1.00","0.00","-0.0222","214.635"
"12/12/2025","NVDA251212C410","497","0.00","0.01","0.0005","0.00","-0.0046","0.00","410","NVDA251212P410","0","224.10","225.20","-1.00","0.00","-0.0222","224.7192"
"12/19/2025","","--","--","--","--","--","--","--","","","--","--","--","--","--","--","--"
"12/19/2025","NVDA251219C0.5","6010","184.10","184.85","1.00","0.00","0.00","184.865","0.5","NVDA251219P0.5","3732","0.00","0.01","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C1","2942","183.90","184.45","1.00","0.00","0.00","184.325","1","NVDA251219P1","1668","0.00","0.01","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C1.5","8","182.55","185.45","1.00","0.00","0.00","183.865","1.5","NVDA251219P1.5","31","0.00","0.01","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C2","408","183.15","183.40","1.00","0.00","0.00","183.435","2","NVDA251219P2","142","0.00","0.01","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C2.5","7","181.75","184.45","1.00","0.00","0.00","182.825","2.5","NVDA251219P2.5","362","0.00","0.01","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C3","18","181.25","182.40","1.00","0.00","0.00","182.365","3","NVDA251219P3","1300","0.00","0.01","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C3.5","14","181.40","183.45","1.00","0.00","0.00","181.935","3.5","NVDA251219P3.5","32","0.00","0.01","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C4","6","180.25","182.95","1.00","0.00","0.00","181.325","4","NVDA251219P4","6221","0.00","0.01","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C4.5","16","179.70","182.45","1.00","0.00","0.00","180.935","4.5","NVDA251219P4.5","5682","0.00","0.01","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C5","277","179.10","180.55","1.00","0.00","0.00","180.365","5","NVDA251219P5","3308","0.00","0.01","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C5.5","1","178.75","181.45","1.00","0.00","0.00","179.825","5.5","NVDA251219P5.5","53","0.00","0.01","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C6","7","178.35","180.95","1.00","0.00","0.00","179.435","6","NVDA251219P6","5665","0.00","0.01","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C6.5","70","177.75","180.45","1.00","0.00","0.00","178.865","6.5","NVDA251219P6.5","10","0.00","0.01","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C7","7","177.25","179.95","1.00","0.00","0.00","178.365","7","NVDA251219P7","99","0.00","0.01","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C7.5","219","176.75","179.45","1.00","0.00","0.00","177.935","7.5","NVDA251219P7.5","3401","0.00","0.01","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C8","41","176.25","178.95","1.00","0.00","0.00","177.435","8","NVDA251219P8","168","0.00","0.01","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C8.5","173","175.75","178.45","1.00","0.00","0.00","176.8949","8.5","NVDA251219P8.5","54","0.00","0.01","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C9","9","175.05","177.95","1.00","0.00","0.00","176.3254","9","NVDA251219P9","319","0.00","0.01","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C9.5","38","174.75","177.45","1.00","0.00","0.00","175.935","9.5","NVDA251219P9.5","311","0.00","0.01","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C10","141","174.90","176.90","1.00","0.00","0.00","175.325","10","NVDA251219P10","4772","0.00","0.01","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C10.5","10","173.75","176.45","1.00","0.00","0.00","174.855","10.5","NVDA251219P10.5","326","0.00","0.01","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C11","4","173.25","175.95","1.00","0.00","0.00","174.435","11","NVDA251219P11","669","0.00","0.01","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C11.5","1","172.75","175.45","1.00","0.00","0.00","173.8254","11.5","NVDA251219P11.5","1110","0.00","0.01","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C12","29","172.25","174.95","1.00","0.00","0.00","173.435","12","NVDA251219P12","1545","0.00","0.01","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C12.5","50","171.75","174.45","1.00","0.00","0.00","172.8254","12.5","NVDA251219P12.5","110","0.00","0.01","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C13","1","171.25","173.95","1.00","0.00","0.00","172.3254","13","NVDA251219P13","1204","0.00","0.01","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C13.5","731","171.10","173.55","1.00","0.00","0.00","171.8254","13.5","NVDA251219P13.5","6967","0.00","0.01","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C14","251","170.70","172.95","1.00","0.00","0.00","171.325","14","NVDA251219P14","4017","0.00","0.01","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C14.5","215","169.75","172.45","1.00","0.00","0.00","170.935","14.5","NVDA251219P14.5","7231","0.00","0.01","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C15","826","169.95","172.00","1.00","0.00","0.00","170.3254","15","NVDA251219P15","5775","0.00","0.01","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C15.5","549","168.75","171.45","1.00","0.00","0.00","169.8949","15.5","NVDA251219P15.5","1388","0.00","0.01","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C16","1638","168.25","170.95","1.00","0.00","0.00","169.3254","16","NVDA251219P16","7530","0.00","0.01","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C16.5","191","167.75","170.45","1.00","0.00","0.00","168.825","16.5","NVDA251219P16.5","6039","0.00","0.01","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C17","198","167.25","168.70","1.00","0.00","0.00","168.3254","17","NVDA251219P17","2824","0.00","0.01","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C17.5","310","167.20","169.45","1.00","0.00","0.00","167.935","17.5","NVDA251219P17.5","1809","0.00","0.01","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C18","732","166.45","169.05","1.00","0.00","0.00","167.435","18","NVDA251219P18","3660","0.00","0.01","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C18.5","2487","166.55","167.65","1.00","0.00","0.00","166.935","18.5","NVDA251219P18.5","3342","0.00","0.01","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C19","1042","165.60","167.95","1.00","0.00","0.00","166.435","19","NVDA251219P19","19801","0.00","0.01","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C19.5","1044","165.55","166.65","1.00","0.00","0.00","165.825","19.5","NVDA251219P19.5","5728","0.00","0.01","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C20","4712","164.95","166.10","1.00","0.00","0.00","165.325","20","NVDA251219P20","16955","0.00","0.01","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C20.5","668","164.10","166.45","1.00","0.00","0.00","164.8254","20.5","NVDA251219P20.5","2107","0.00","0.04","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C21","840","163.45","166.05","1.00","0.00","0.00","164.355","21","NVDA251219P21","2805","0.00","0.04","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C21.5","1574","163.55","164.65","1.00","0.00","0.00","163.8254","21.5","NVDA251219P21.5","1690","0.00","0.05","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C22","1859","162.75","164.95","1.00","0.00","0.00","163.325","22","NVDA251219P22","3542","0.00","0.05","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C22.5","393","161.75","164.45","1.00","0.00","0.00","162.825","22.5","NVDA251219P22.5","3000","0.00","0.05","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C23","1534","162.15","163.15","1.00","0.00","0.00","162.435","23","NVDA251219P23","4479","0.00","0.01","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C23.5","911","160.75","163.50","1.00","0.00","0.00","161.825","23.5","NVDA251219P23.5","1797","0.00","0.05","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C24","2455","161.05","162.15","1.00","0.00","0.00","161.245","24","NVDA251219P24","2738","0.00","0.05","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C24.5","1195","160.60","161.65","1.00","0.00","0.00","160.745","24.5","NVDA251219P24.5","1810","0.00","0.05","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C25","5604","160.05","161.95","1.00","0.00","0.00","160.3254","25","NVDA251219P25","23545","0.00","0.01","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C25.5","1355","159.60","160.65","1.00","0.00","0.00","159.825","25.5","NVDA251219P25.5","3618","0.00","0.01","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C26","1580","159.10","160.15","1.00","0.00","0.00","159.435","26","NVDA251219P26","5552","0.00","0.04","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C26.5","1540","157.75","160.50","1.00","0.00","0.00","158.8254","26.5","NVDA251219P26.5","1205","0.00","0.04","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C27","1913","158.10","159.15","1.00","0.00","0.00","158.435","27","NVDA251219P27","839","0.00","0.04","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C27.5","2357","157.60","158.65","1.00","0.00","0.00","157.935","27.5","NVDA251219P27.5","2186","0.00","0.04","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C28","4861","156.25","159.00","1.00","0.00","0.00","157.325","28","NVDA251219P28","22599","0.00","0.01","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C28.5","1497","156.35","157.70","1.00","0.00","0.00","156.8254","28.5","NVDA251219P28.5","1628","0.00","0.01","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C29","1786","156.10","157.15","1.00","0.00","0.00","156.245","29","NVDA251219P29","2118","0.00","0.04","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C29.5","1398","155.55","156.65","1.00","0.00","0.00","155.935","29.5","NVDA251219P29.5","985","0.00","0.04","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C30","9714","155.10","156.15","1.00","0.00","0.00","155.245","30","NVDA251219P30","13440","0.00","0.01","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C30.5","2113","154.55","155.70","1.00","0.00","0.00","154.935","30.5","NVDA251219P30.5","2857","0.00","0.04","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C31","3503","153.45","155.15","1.00","0.00","0.00","154.435","31","NVDA251219P31","8970","0.00","0.04","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C31.5","373","153.55","154.35","1.00","0.00","0.00","153.935","31.5","NVDA251219P31.5","2268","0.00","0.04","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C32","876","152.25","155.00","1.00","0.00","0.00","153.3254","32","NVDA251219P32","6905","0.00","0.04","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C32.5","1994","151.75","154.50","1.00","0.00","0.00","152.8254","32.5","NVDA251219P32.5","12522","0.00","0.04","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C33","832","151.70","154.00","1.00","0.00","0.00","152.245","33","NVDA251219P33","22085","0.00","0.01","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C33.5","1757","151.25","153.50","1.00","0.00","0.00","151.8254","33.5","NVDA251219P33.5","1163","0.00","0.04","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C34","1125","151.10","152.15","1.00","0.00","0.00","151.435","34","NVDA251219P34","11808","0.00","0.04","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C34.5","817","149.75","152.50","1.00","0.00","0.00","150.825","34.5","NVDA251219P34.5","5237","0.00","0.04","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C35","2390","150.05","150.85","1.00","0.00","0.00","150.3254","35","NVDA251219P35","13563","0.00","0.01","0.00","0.00","-0.0001","0.00"
"12/19/2025","NVDA251219C35.5","2218","149.60","150.70","1.00","0.00","0.00","149.745","35.5","NVDA251219P35.5","11216","0.00","0.04","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C36","1776","149.10","150.20","1.00","0.00","0.00","149.435","36","NVDA251219P36","4442","0.00","0.04","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C36.5","2788","147.75","150.50","1.00","0.00","0.00","148.8254","36.5","NVDA251219P36.5","11928","0.00","0.04","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C37","2963","147.25","150.00","1.00","0.00","0.00","148.325","37","NVDA251219P37","6359","0.00","0.04","0.00","0.00","-0.0001","0.00"
"12/19/2025","NVDA251219C37.5","2439","146.75","149.50","1.00","0.00","0.00","147.935","37.5","NVDA251219P37.5","5144","0.00","0.01","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C38","2530","146.65","149.00","1.00","0.00","0.00","147.325","38","NVDA251219P38","4951","0.00","0.01","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C38.5","1816","146.15","148.50","1.00","0.00","0.00","146.935","38.5","NVDA251219P38.5","1516","0.00","0.04","0.00","0.00","0.00","0.00"
"12/19/2025","NVDA251219C39","7352","145.65","148.00","1.00","0.00","0.00","146.3254","39","NVDA251219P39","819","0.00","0.04","0.00","0.00","-0.0002","0.00"
"12/19/2025","NVDA251219C39.5","5859","145.00","147.50","1.00","0.00","0.00","145.935","39.5","NVDA251219P39.5","915","0.00","0.04","0.00","0.00","-0.0001","0.00"
"12/19/2025","NVDA251219C40","6006","145.10","146.15","1.00","0.00","0.00","145.245","40","NVDA251219P40","19319","0.00","0.01","0.00","0.00","-0.0001","0.00"
"12/19/2025","NVDA251219C41","4468","144.10","145.15","1.00","0.00","0.00","144.3254","41","NVDA251219P41","3767","0.00","0.04","0.00","0.00","-0.0001","0.00"
